order_id,pizza_name_id,quantity,pizza_size_id,order_date_id,order_time,cust_id,restaurant_id,per_pizza_price
4583,big_meat_s,1,size3,4583,18:37:23,270,res11,12
4583,mediterraneo_l,1,size1,4583,18:37:23,270,res11,20.25
4584,peppr_salami_l,1,size1,4584,18:55:30,218,res8,20.75
4584,spinach_fet_m,1,size2,4584,18:55:30,218,res8,16
4585,green_garden_s,1,size3,4585,19:00:56,226,res9,12
4586,spinach_fet_m,1,size2,4586,19:01:59,267,res12,16
4587,green_garden_l,1,size1,4587,19:30:25,129,res9,20.25
4587,the_greek_m,1,size2,4587,19:30:25,129,res9,16
4588,big_meat_s,1,size3,4588,19:43:01,111,res3,12
4589,big_meat_s,1,size3,4589,19:57:35,85,res1,12
4589,hawaiian_l,1,size1,4589,19:57:35,85,res1,16.5
4589,spin_pesto_m,1,size2,4589,19:57:35,85,res1,16.5
4589,spinach_supr_m,1,size2,4589,19:57:35,85,res1,16.5
4590,bbq_ckn_l,1,size1,4590,20:03:05,238,res12,20.75
4590,spicy_ital_l,1,size1,4590,20:03:05,238,res12,20.75
4591,classic_dlx_l,1,size1,4591,20:04:42,314,res8,20.5
4591,ital_supr_l,1,size1,4591,20:04:42,314,res8,20.75
4591,pep_msh_pep_s,1,size3,4591,20:04:42,314,res8,11
4591,soppressata_s,1,size3,4591,20:04:42,314,res8,12.5
4592,the_greek_l,1,size1,4592,20:05:46,112,res7,20.5
4593,veggie_veg_s,1,size3,4593,20:08:10,280,res10,12
4594,spicy_ital_l,1,size1,4594,20:19:08,94,res3,20.75
4595,napolitana_l,1,size1,4595,20:41:38,224,res10,20.5
4596,four_cheese_m,1,size2,4596,20:42:12,391,res15,14.75
4596,pepperoni_l,1,size1,4596,20:42:12,391,res15,15.25
4597,brie_carre_s,1,size3,4597,20:45:48,145,res8,23.65
4597,hawaiian_l,1,size1,4597,20:45:48,145,res8,16.5
4597,thai_ckn_m,1,size2,4597,20:45:48,145,res8,16.75
4598,sicilian_l,1,size1,4598,21:05:40,243,res8,20.25
4599,sicilian_m,1,size2,4599,21:13:49,1,res7,16.25
4600,ital_cpcllo_l,1,size1,4600,21:35:26,107,res2,20.5
4601,five_cheese_l,1,size1,4601,22:27:51,467,res13,18.5
4602,bbq_ckn_l,1,size1,4602,22:28:11,315,res11,20.75
4602,classic_dlx_m,1,size2,4602,22:28:11,315,res11,16
4602,hawaiian_l,1,size1,4602,22:28:11,315,res11,16.5
4603,bbq_ckn_s,1,size3,4603,11:24:09,131,res11,12.75
4603,ckn_alfredo_m,1,size2,4603,11:24:09,131,res11,16.75
4603,soppressata_l,1,size1,4603,11:24:09,131,res11,20.75
4603,thai_ckn_l,1,size1,4603,11:24:09,131,res11,20.75
4603,the_greek_m,1,size2,4603,11:24:09,131,res11,16
4604,brie_carre_s,1,size3,4604,11:27:07,27,res5,23.65
4604,ital_veggie_m,1,size2,4604,11:27:07,27,res5,16.75
4605,peppr_salami_m,1,size2,4605,11:31:04,48,res5,16.5
4606,spinach_supr_s,1,size3,4606,11:40:23,413,res17,12.5
4607,ital_supr_m,1,size2,4607,11:40:57,82,res5,16.5
4607,napolitana_l,1,size1,4607,11:40:57,82,res5,20.5
4608,ckn_alfredo_m,1,size2,4608,11:45:56,39,res3,16.75
4608,classic_dlx_s,1,size3,4608,11:45:56,39,res3,12
4608,ital_supr_m,1,size2,4608,11:45:56,39,res3,16.5
4608,ital_veggie_m,1,size2,4608,11:45:56,39,res3,16.75
4609,peppr_salami_l,1,size1,4609,12:02:16,374,res14,20.75
4610,pepperoni_m,1,size2,4610,12:20:14,311,res8,12.5
4611,cali_ckn_l,1,size1,4611,12:26:04,452,res14,20.75
4611,ckn_pesto_m,1,size2,4611,12:26:04,452,res14,16.75
4611,classic_dlx_l,1,size1,4611,12:26:04,452,res14,20.5
4611,classic_dlx_m,1,size2,4611,12:26:04,452,res14,16
4611,mexicana_l,1,size1,4611,12:26:04,452,res14,20.25
4611,pepperoni_s,1,size3,4611,12:26:04,452,res14,9.75
4611,soppressata_m,1,size2,4611,12:26:04,452,res14,16.5
4611,soppressata_s,1,size3,4611,12:26:04,452,res14,12.5
4611,spicy_ital_s,1,size3,4611,12:26:04,452,res14,12.5
4611,thai_ckn_s,2,size3,4611,12:26:04,452,res14,25.5
4611,the_greek_s,1,size3,4611,12:26:04,452,res14,12
4612,spinach_fet_m,1,size2,4612,12:27:44,194,res10,16
4613,spinach_fet_s,1,size3,4613,12:57:29,286,res12,12
4614,hawaiian_s,1,size3,4614,13:02:47,392,res13,10.5
4615,calabrese_s,1,size3,4615,13:04:55,155,res8,12.25
4615,spinach_fet_s,1,size3,4615,13:04:55,155,res8,12
4616,spinach_fet_l,1,size1,4616,13:06:44,8,res6,20.25
4617,bbq_ckn_l,1,size1,4617,13:14:22,192,res12,20.75
4617,big_meat_s,1,size3,4617,13:14:22,192,res12,12
4617,classic_dlx_l,1,size1,4617,13:14:22,192,res12,20.5
4617,four_cheese_l,1,size1,4617,13:14:22,192,res12,17.95
4618,pepperoni_l,1,size1,4618,13:18:06,273,res12,15.25
4619,ckn_alfredo_l,1,size1,4619,13:21:51,75,res5,20.75
4619,pepperoni_s,1,size3,4619,13:21:51,75,res5,9.75
4619,veggie_veg_l,1,size1,4619,13:21:51,75,res5,20.25
4620,peppr_salami_s,1,size3,4620,13:37:11,84,res1,12.5
4621,ital_supr_l,1,size1,4621,13:39:12,307,res8,20.75
4621,ital_supr_m,1,size2,4621,13:39:12,307,res8,16.5
4621,pepperoni_l,1,size1,4621,13:39:12,307,res8,15.25
4621,spinach_supr_m,1,size2,4621,13:39:12,307,res8,16.5
4622,napolitana_m,1,size2,4622,14:31:45,205,res11,16
4622,veggie_veg_l,1,size1,4622,14:31:45,205,res11,20.25
4623,bbq_ckn_l,1,size1,4623,14:41:44,430,res17,20.75
4623,bbq_ckn_m,1,size2,4623,14:41:44,430,res17,16.75
4623,big_meat_s,1,size3,4623,14:41:44,430,res17,12
4623,brie_carre_s,1,size3,4623,14:41:44,430,res17,23.65
4623,green_garden_s,1,size3,4623,14:41:44,430,res17,12
4623,hawaiian_s,1,size3,4623,14:41:44,430,res17,10.5
4623,pep_msh_pep_m,1,size2,4623,14:41:44,430,res17,14.5
4623,peppr_salami_s,1,size3,4623,14:41:44,430,res17,12.5
4623,sicilian_m,1,size2,4623,14:41:44,430,res17,16.25
4623,soppressata_l,1,size1,4623,14:41:44,430,res17,20.75
4623,southw_ckn_s,1,size3,4623,14:41:44,430,res17,12.75
4623,thai_ckn_l,1,size1,4623,14:41:44,430,res17,20.75
4623,the_greek_xl,1,size4,4623,14:41:44,430,res17,25.5
4624,prsc_argla_l,1,size1,4624,14:59:35,182,res9,20.75
4625,bbq_ckn_l,1,size1,4625,15:42:30,3,res7,20.75
4625,ckn_alfredo_m,1,size2,4625,15:42:30,3,res7,16.75
4625,prsc_argla_s,1,size3,4625,15:42:30,3,res7,12.5
4625,thai_ckn_l,1,size1,4625,15:42:30,3,res7,20.75
4626,cali_ckn_m,1,size2,4626,15:45:01,254,res11,16.75
4627,classic_dlx_s,1,size3,4627,16:04:23,274,res8,12
4627,peppr_salami_l,1,size1,4627,16:04:23,274,res8,20.75
4628,hawaiian_s,1,size3,4628,16:16:31,417,res16,10.5
4628,mexicana_l,1,size1,4628,16:16:31,417,res16,20.25
4628,peppr_salami_s,1,size3,4628,16:16:31,417,res16,12.5
4629,hawaiian_s,1,size3,4629,16:24:30,34,res7,10.5
4629,sicilian_m,1,size2,4629,16:24:30,34,res7,16.25
4630,bbq_ckn_l,1,size1,4630,16:51:19,228,res8,20.75
4630,classic_dlx_m,1,size2,4630,16:51:19,228,res8,16
4630,hawaiian_s,1,size3,4630,16:51:19,228,res8,10.5
4630,spicy_ital_l,1,size1,4630,16:51:19,228,res8,20.75
4631,ital_supr_m,1,size2,4631,17:20:17,255,res12,16.5
4631,spinach_fet_s,1,size3,4631,17:20:17,255,res12,12
4632,big_meat_s,1,size3,4632,17:25:31,488,res13,12
4632,ital_cpcllo_m,1,size2,4632,17:25:31,488,res13,16
4633,spin_pesto_l,1,size1,4633,17:28:29,322,res8,20.75
4634,ital_cpcllo_l,1,size1,4634,17:44:39,381,res14,20.5
4634,napolitana_s,1,size3,4634,17:44:39,381,res14,12
4634,peppr_salami_m,1,size2,4634,17:44:39,381,res14,16.5
4635,big_meat_s,1,size3,4635,17:45:58,21,res3,12
4635,classic_dlx_s,1,size3,4635,17:45:58,21,res3,12
4636,ital_supr_l,1,size1,4636,17:58:30,279,res12,20.75
4636,prsc_argla_s,1,size3,4636,17:58:30,279,res12,12.5
4637,ckn_alfredo_l,1,size1,4637,18:04:27,68,res1,20.75
4637,spin_pesto_l,1,size1,4637,18:04:27,68,res1,20.75
4638,sicilian_s,1,size3,4638,18:18:28,466,res17,12.25
4638,southw_ckn_m,1,size2,4638,18:18:28,466,res17,16.75
4639,five_cheese_l,1,size1,4639,18:19:16,476,res14,18.5
4639,four_cheese_l,1,size1,4639,18:19:16,476,res14,17.95
4639,ital_cpcllo_s,1,size3,4639,18:19:16,476,res14,12
4640,ckn_pesto_l,1,size1,4640,18:35:46,431,res17,20.75
4641,cali_ckn_l,1,size1,4641,18:37:11,300,res10,20.75
4641,mexicana_l,1,size1,4641,18:37:11,300,res10,20.25
4642,cali_ckn_s,1,size3,4642,19:05:06,391,res15,12.75
4642,ckn_pesto_l,1,size1,4642,19:05:06,391,res15,20.75
4642,mediterraneo_s,1,size3,4642,19:05:06,391,res15,12
4642,mexicana_l,1,size1,4642,19:05:06,391,res15,20.25
4643,sicilian_m,1,size2,4643,19:11:53,259,res8,16.25
4643,southw_ckn_l,1,size1,4643,19:11:53,259,res8,20.75
4644,mediterraneo_m,1,size2,4644,19:18:36,26,res7,16
4644,pep_msh_pep_l,1,size1,4644,19:18:36,26,res7,17.5
4644,sicilian_s,1,size3,4644,19:18:36,26,res7,12.25
4644,thai_ckn_l,1,size1,4644,19:18:36,26,res7,20.75
4645,bbq_ckn_l,1,size1,4645,19:21:02,375,res15,20.75
4645,big_meat_s,1,size3,4645,19:21:02,375,res15,12
4645,classic_dlx_m,1,size2,4645,19:21:02,375,res15,16
4645,four_cheese_m,1,size2,4645,19:21:02,375,res15,14.75
4646,calabrese_l,1,size1,4646,19:22:44,275,res12,20.25
4646,ital_supr_l,1,size1,4646,19:22:44,275,res12,20.75
4646,peppr_salami_m,1,size2,4646,19:22:44,275,res12,16.5
4647,cali_ckn_m,1,size2,4647,19:36:47,303,res12,16.75
4647,green_garden_s,1,size3,4647,19:36:47,303,res12,12
4648,ital_veggie_s,1,size3,4648,19:40:10,390,res17,12.75
4648,soppressata_l,1,size1,4648,19:40:10,390,res17,20.75
4649,five_cheese_l,1,size1,4649,19:43:03,391,res17,18.5
4650,ckn_pesto_m,1,size2,4650,19:48:15,89,res6,16.75
4650,classic_dlx_l,1,size1,4650,19:48:15,89,res6,20.5
4651,bbq_ckn_m,1,size2,4651,19:55:20,420,res17,16.75
4651,four_cheese_m,1,size2,4651,19:55:20,420,res17,14.75
4651,soppressata_m,1,size2,4651,19:55:20,420,res17,16.5
4651,spinach_supr_l,1,size1,4651,19:55:20,420,res17,20.75
4652,prsc_argla_m,1,size2,4652,19:57:11,198,res11,16.5
4652,southw_ckn_m,1,size2,4652,19:57:11,198,res11,16.75
4653,ckn_alfredo_m,1,size2,4653,20:16:45,80,res2,16.75
4653,ital_supr_m,1,size2,4653,20:16:45,80,res2,16.5
4654,big_meat_s,1,size3,4654,20:23:12,121,res3,12
4655,mediterraneo_l,1,size1,4655,20:30:29,327,res8,20.25
4655,the_greek_xl,1,size4,4655,20:30:29,327,res8,25.5
4656,four_cheese_l,1,size1,4656,20:43:33,339,res10,17.95
4656,spin_pesto_s,1,size3,4656,20:43:33,339,res10,12.5
4657,four_cheese_l,1,size1,4657,20:48:08,99,res3,17.95
4658,thai_ckn_s,1,size3,4658,21:34:17,271,res9,12.75
4659,classic_dlx_m,1,size2,4659,21:53:59,153,res12,16
4659,five_cheese_l,1,size1,4659,21:53:59,153,res12,18.5
4660,green_garden_l,1,size1,4660,22:14:01,263,res11,20.25
4661,ckn_pesto_l,1,size1,4661,11:33:30,465,res14,20.75
4661,hawaiian_l,1,size1,4661,11:33:30,465,res14,16.5
4661,southw_ckn_l,1,size1,4661,11:33:30,465,res14,20.75
4661,spinach_fet_s,1,size3,4661,11:33:30,465,res14,12
4662,five_cheese_l,1,size1,4662,11:47:53,165,res9,18.5
4662,spin_pesto_s,1,size3,4662,11:47:53,165,res9,12.5
4662,spinach_supr_l,1,size1,4662,11:47:53,165,res9,20.75
4663,spicy_ital_s,1,size3,4663,12:12:03,500,res16,12.5
4664,bbq_ckn_l,1,size1,4664,12:24:44,266,res11,20.75
4664,ital_supr_m,1,size2,4664,12:24:44,266,res11,16.5
4664,pepperoni_l,1,size1,4664,12:24:44,266,res11,15.25
4664,soppressata_l,1,size1,4664,12:24:44,266,res11,20.75
4665,ckn_alfredo_m,1,size2,4665,12:39:39,412,res14,16.75
4665,classic_dlx_l,1,size1,4665,12:39:39,412,res14,20.5
4665,five_cheese_l,1,size1,4665,12:39:39,412,res14,18.5
4665,four_cheese_l,1,size1,4665,12:39:39,412,res14,17.95
4665,pep_msh_pep_s,1,size3,4665,12:39:39,412,res14,11
4665,thai_ckn_l,1,size1,4665,12:39:39,412,res14,20.75
4666,bbq_ckn_s,1,size3,4666,12:40:13,92,res1,12.75
4666,cali_ckn_m,1,size2,4666,12:40:13,92,res1,16.75
4667,cali_ckn_m,1,size2,4667,12:52:56,169,res11,16.75
4667,green_garden_l,1,size1,4667,12:52:56,169,res11,20.25
4667,pepperoni_m,1,size2,4667,12:52:56,169,res11,12.5
4667,spicy_ital_l,1,size1,4667,12:52:56,169,res11,20.75
4667,spin_pesto_l,1,size1,4667,12:52:56,169,res11,20.75
4667,spinach_fet_s,1,size3,4667,12:52:56,169,res11,12
4667,spinach_supr_m,1,size2,4667,12:52:56,169,res11,16.5
4668,prsc_argla_l,1,size1,4668,12:53:37,410,res13,20.75
4668,veggie_veg_m,1,size2,4668,12:53:37,410,res13,16
4669,cali_ckn_s,1,size3,4669,12:55:55,451,res15,12.75
4669,ital_cpcllo_l,1,size1,4669,12:55:55,451,res15,20.5
4669,ital_supr_l,1,size1,4669,12:55:55,451,res15,20.75
4669,napolitana_s,1,size3,4669,12:55:55,451,res15,12
4669,pepperoni_l,1,size1,4669,12:55:55,451,res15,15.25
4670,calabrese_m,1,size2,4670,12:56:01,294,res8,16.25
4670,spin_pesto_l,1,size1,4670,12:56:01,294,res8,20.75
4670,thai_ckn_l,1,size1,4670,12:56:01,294,res8,20.75
4671,mexicana_m,1,size2,4671,13:02:39,440,res13,16
4671,spinach_fet_m,1,size2,4671,13:02:39,440,res13,16
4671,thai_ckn_l,1,size1,4671,13:02:39,440,res13,20.75
4672,veggie_veg_m,1,size2,4672,13:09:27,94,res6,16
4673,bbq_ckn_l,1,size1,4673,13:18:11,309,res11,20.75
4673,ital_cpcllo_l,1,size1,4673,13:18:11,309,res11,20.5
4673,pepperoni_m,1,size2,4673,13:18:11,309,res11,12.5
4674,peppr_salami_s,1,size3,4674,13:27:07,472,res17,12.5
4675,napolitana_s,1,size3,4675,13:27:10,215,res10,12
4675,pep_msh_pep_s,1,size3,4675,13:27:10,215,res10,11
4676,hawaiian_s,1,size3,4676,13:28:26,149,res10,10.5
4677,five_cheese_l,1,size1,4677,13:43:36,463,res13,18.5
4678,prsc_argla_l,1,size1,4678,13:52:15,364,res13,20.75
4679,cali_ckn_m,1,size2,4679,14:03:43,338,res10,16.75
4680,southw_ckn_l,1,size1,4680,14:09:05,376,res16,20.75
4681,pepperoni_l,1,size1,4681,14:19:44,455,res14,15.25
4681,southw_ckn_l,1,size1,4681,14:19:44,455,res14,20.75
4682,pepperoni_s,1,size3,4682,14:58:30,347,res11,9.75
4683,bbq_ckn_s,1,size3,4683,15:03:44,15,res6,12.75
4683,classic_dlx_s,1,size3,4683,15:03:44,15,res6,12
4684,southw_ckn_m,1,size2,4684,15:40:10,470,res15,16.75
4685,five_cheese_l,1,size1,4685,15:40:29,494,res17,18.5
4685,spinach_fet_s,1,size3,4685,15:40:29,494,res17,12
4686,cali_ckn_l,1,size1,4686,15:58:56,383,res15,20.75
4686,pep_msh_pep_l,1,size1,4686,15:58:56,383,res15,17.5
4687,sicilian_l,1,size1,4687,16:51:47,402,res14,20.25
4687,southw_ckn_l,1,size1,4687,16:51:47,402,res14,20.75
4688,ital_supr_m,1,size2,4688,16:52:55,401,res14,16.5
4689,ital_cpcllo_m,1,size2,4689,16:54:26,380,res16,16
4689,thai_ckn_m,1,size2,4689,16:54:26,380,res16,16.75
4690,big_meat_s,1,size3,4690,17:03:46,253,res9,12
4690,thai_ckn_l,1,size1,4690,17:03:46,253,res9,20.75
4691,green_garden_m,1,size2,4691,17:06:29,336,res8,16
4692,pep_msh_pep_s,1,size3,4692,17:35:37,41,res6,11
4692,southw_ckn_m,1,size2,4692,17:35:37,41,res6,16.75
4692,veggie_veg_m,1,size2,4692,17:35:37,41,res6,16
4693,napolitana_s,1,size3,4693,17:37:54,26,res1,12
4693,peppr_salami_m,2,size2,4693,17:37:54,26,res1,33
4693,thai_ckn_m,1,size2,4693,17:37:54,26,res1,16.75
4694,five_cheese_l,1,size1,4694,17:38:33,441,res16,18.5
4694,spinach_fet_s,1,size3,4694,17:38:33,441,res16,12
4695,four_cheese_l,1,size1,4695,18:04:31,113,res6,17.95
4695,hawaiian_s,1,size3,4695,18:04:31,113,res6,10.5
4696,cali_ckn_m,1,size2,4696,18:10:14,141,res11,16.75
4697,napolitana_l,1,size1,4697,18:24:39,271,res10,20.5
4697,spicy_ital_l,1,size1,4697,18:24:39,271,res10,20.75
4698,napolitana_l,1,size1,4698,18:29:47,3,res5,20.5
4698,southw_ckn_l,1,size1,4698,18:29:47,3,res5,20.75
4698,thai_ckn_s,1,size3,4698,18:29:47,3,res5,12.75
4698,veggie_veg_l,1,size1,4698,18:29:47,3,res5,20.25
4699,classic_dlx_l,1,size1,4699,18:44:52,437,res14,20.5
4699,pep_msh_pep_s,1,size3,4699,18:44:52,437,res14,11
4700,pep_msh_pep_l,1,size1,4700,18:49:15,47,res5,17.5
4701,calabrese_l,1,size1,4701,18:49:32,28,res5,20.25
4701,five_cheese_l,1,size1,4701,18:49:32,28,res5,18.5
4702,ckn_alfredo_m,1,size2,4702,18:54:47,298,res11,16.75
4702,veggie_veg_m,1,size2,4702,18:54:47,298,res11,16
4703,green_garden_m,1,size2,4703,18:54:51,284,res12,16
4703,ital_supr_l,1,size1,4703,18:54:51,284,res12,20.75
4703,pepperoni_l,1,size1,4703,18:54:51,284,res12,15.25
4703,spicy_ital_l,1,size1,4703,18:54:51,284,res12,20.75
4704,hawaiian_m,1,size2,4704,19:01:03,255,res10,13.25
4705,cali_ckn_m,1,size2,4705,19:07:12,232,res12,16.75
4706,ckn_pesto_m,1,size2,4706,19:16:21,340,res9,16.75
4706,ital_cpcllo_l,1,size1,4706,19:16:21,340,res9,20.5
4706,prsc_argla_l,1,size1,4706,19:16:21,340,res9,20.75
4706,spin_pesto_m,1,size2,4706,19:16:21,340,res9,16.5
4707,spinach_fet_s,1,size3,4707,19:27:09,20,res6,12
4707,veggie_veg_m,1,size2,4707,19:27:09,20,res6,16
4708,ital_veggie_s,1,size3,4708,19:31:55,89,res2,12.75
4708,mediterraneo_s,1,size3,4708,19:31:55,89,res2,12
4708,mexicana_m,1,size2,4708,19:31:55,89,res2,16
4709,cali_ckn_s,1,size3,4709,19:34:01,463,res15,12.75
4709,classic_dlx_l,1,size1,4709,19:34:01,463,res15,20.5
4710,ital_cpcllo_s,1,size3,4710,19:50:29,344,res12,12
4710,southw_ckn_m,1,size2,4710,19:50:29,344,res12,16.75
4710,thai_ckn_l,1,size1,4710,19:50:29,344,res12,20.75
4711,bbq_ckn_s,1,size3,4711,19:52:39,163,res10,12.75
4711,big_meat_s,1,size3,4711,19:52:39,163,res10,12
4711,classic_dlx_m,1,size2,4711,19:52:39,163,res10,16
4711,napolitana_l,1,size1,4711,19:52:39,163,res10,20.5
4712,bbq_ckn_s,1,size3,4712,19:56:47,28,res4,12.75
4713,four_cheese_l,1,size1,4713,20:08:33,159,res10,17.95
4714,mexicana_l,1,size1,4714,20:08:46,99,res6,20.25
4715,four_cheese_l,1,size1,4715,20:16:44,266,res12,17.95
4715,four_cheese_m,1,size2,4715,20:16:44,266,res12,14.75
4715,hawaiian_s,1,size3,4715,20:16:44,266,res12,10.5
4716,classic_dlx_s,1,size3,4716,20:33:22,290,res11,12
4716,four_cheese_l,1,size1,4716,20:33:22,290,res11,17.95
4716,hawaiian_s,1,size3,4716,20:33:22,290,res11,10.5
4717,spicy_ital_l,1,size1,4717,20:56:46,435,res16,20.75
4718,five_cheese_l,1,size1,4718,21:11:17,65,res6,18.5
4719,ckn_alfredo_m,1,size2,4719,21:21:56,199,res10,16.75
4720,four_cheese_m,1,size2,4720,21:28:14,323,res10,14.75
4720,spicy_ital_l,1,size1,4720,21:28:14,323,res10,20.75
4721,spicy_ital_l,1,size1,4721,21:37:57,459,res13,20.75
4721,spinach_fet_s,1,size3,4721,21:37:57,459,res13,12
4722,classic_dlx_m,1,size2,4722,21:49:53,487,res16,16
4722,four_cheese_m,1,size2,4722,21:49:53,487,res16,14.75
4722,prsc_argla_s,1,size3,4722,21:49:53,487,res16,12.5
4722,southw_ckn_l,1,size1,4722,21:49:53,487,res16,20.75
4723,bbq_ckn_m,1,size2,4723,21:52:10,118,res6,16.75
4723,ital_cpcllo_m,1,size2,4723,21:52:10,118,res6,16
4723,sicilian_m,1,size2,4723,21:52:10,118,res6,16.25
4723,spicy_ital_l,1,size1,4723,21:52:10,118,res6,20.75
4724,bbq_ckn_m,1,size2,4724,22:09:09,439,res14,16.75
4725,napolitana_s,1,size3,4725,22:20:00,56,res4,12
4725,peppr_salami_s,1,size3,4725,22:20:00,56,res4,12.5
4725,southw_ckn_s,1,size3,4725,22:20:00,56,res4,12.75
4726,cali_ckn_m,1,size2,4726,22:28:53,70,res2,16.75
4726,ckn_pesto_s,1,size3,4726,22:28:53,70,res2,12.75
4727,bbq_ckn_l,1,size1,4727,11:31:39,304,res9,20.75
4727,pepperoni_l,1,size1,4727,11:31:39,304,res9,15.25
4727,peppr_salami_l,1,size1,4727,11:31:39,304,res9,20.75
4728,ckn_alfredo_m,1,size2,4728,11:48:59,6,res5,16.75
4728,pep_msh_pep_m,1,size2,4728,11:48:59,6,res5,14.5
4728,southw_ckn_s,1,size3,4728,11:48:59,6,res5,12.75
4729,big_meat_s,1,size3,4729,11:56:23,292,res8,12
4729,classic_dlx_s,1,size3,4729,11:56:23,292,res8,12
4730,bbq_ckn_m,1,size2,4730,12:40:30,187,res11,16.75
4730,brie_carre_s,1,size3,4730,12:40:30,187,res11,23.65
4730,four_cheese_l,1,size1,4730,12:40:30,187,res11,17.95
4730,ital_veggie_s,1,size3,4730,12:40:30,187,res11,12.75
4731,ckn_alfredo_s,1,size3,4731,12:50:12,291,res11,12.75
4732,bbq_ckn_m,1,size2,4732,13:02:15,454,res17,16.75
4732,big_meat_s,1,size3,4732,13:02:15,454,res17,12
4732,calabrese_l,1,size1,4732,13:02:15,454,res17,20.25
4732,cali_ckn_l,1,size1,4732,13:02:15,454,res17,20.75
4732,cali_ckn_m,1,size2,4732,13:02:15,454,res17,16.75
4732,five_cheese_l,1,size1,4732,13:02:15,454,res17,18.5
4732,four_cheese_l,1,size1,4732,13:02:15,454,res17,17.95
4732,ital_supr_l,1,size1,4732,13:02:15,454,res17,20.75
4732,ital_supr_m,1,size2,4732,13:02:15,454,res17,16.5
4732,mexicana_m,1,size2,4732,13:02:15,454,res17,16
4732,pepperoni_s,1,size3,4732,13:02:15,454,res17,9.75
4732,the_greek_l,1,size1,4732,13:02:15,454,res17,20.5
4733,big_meat_s,2,size3,4733,13:08:31,253,res10,24
4733,cali_ckn_l,1,size1,4733,13:08:31,253,res10,20.75
4733,spinach_fet_l,1,size1,4733,13:08:31,253,res10,20.25
4734,pepperoni_s,1,size3,4734,13:10:35,90,res2,9.75
4735,ital_veggie_s,1,size3,4735,13:20:32,451,res13,12.75
4735,sicilian_s,1,size3,4735,13:20:32,451,res13,12.25
4735,spinach_supr_s,1,size3,4735,13:20:32,451,res13,12.5
4735,thai_ckn_m,1,size2,4735,13:20:32,451,res13,16.75
4735,veggie_veg_m,1,size2,4735,13:20:32,451,res13,16
4736,hawaiian_s,1,size3,4736,13:35:05,308,res9,10.5
4737,big_meat_s,1,size3,4737,13:37:53,122,res12,12
4738,spin_pesto_m,1,size2,4738,13:50:27,473,res16,16.5
4739,spin_pesto_l,1,size1,4739,13:56:44,189,res10,20.75
4740,cali_ckn_l,1,size1,4740,14:06:07,464,res13,20.75
4740,ital_veggie_m,1,size2,4740,14:06:07,464,res13,16.75
4740,pep_msh_pep_s,1,size3,4740,14:06:07,464,res13,11
4740,southw_ckn_m,1,size2,4740,14:06:07,464,res13,16.75
4741,ital_supr_l,1,size1,4741,14:06:09,200,res10,20.75
4741,thai_ckn_l,1,size1,4741,14:06:09,200,res10,20.75
4741,the_greek_m,1,size2,4741,14:06:09,200,res10,16
4741,the_greek_s,1,size3,4741,14:06:09,200,res10,12
4742,classic_dlx_l,1,size1,4742,14:06:43,41,res2,20.5
4742,green_garden_s,1,size3,4742,14:06:43,41,res2,12
4742,hawaiian_l,1,size1,4742,14:06:43,41,res2,16.5
4742,sicilian_s,1,size3,4742,14:06:43,41,res2,12.25
4743,soppressata_s,1,size3,4743,14:17:42,28,res7,12.5
4744,spicy_ital_l,1,size1,4744,14:19:17,272,res12,20.75
4745,pepperoni_m,1,size2,4745,14:21:26,127,res8,12.5
4746,cali_ckn_l,1,size1,4746,14:31:37,24,res1,20.75
4746,cali_ckn_m,1,size2,4746,14:31:37,24,res1,16.75
4746,five_cheese_l,1,size1,4746,14:31:37,24,res1,18.5
4746,the_greek_xl,1,size4,4746,14:31:37,24,res1,25.5
4747,cali_ckn_s,1,size3,4747,14:38:22,12,res2,12.75
4747,thai_ckn_l,1,size1,4747,14:38:22,12,res2,20.75
4748,spinach_fet_m,1,size2,4748,14:40:36,160,res9,16
4749,hawaiian_m,1,size2,4749,14:46:54,374,res17,13.25
4749,hawaiian_s,1,size3,4749,14:46:54,374,res17,10.5
4750,classic_dlx_m,1,size2,4750,15:17:26,228,res10,16
4750,napolitana_m,1,size2,4750,15:17:26,228,res10,16
4750,spicy_ital_m,1,size2,4750,15:17:26,228,res10,16.5
4751,soppressata_m,1,size2,4751,15:21:55,171,res10,16.5
4751,veggie_veg_m,1,size2,4751,15:21:55,171,res10,16
4752,sicilian_l,1,size1,4752,16:05:39,206,res9,20.25
4753,spicy_ital_m,1,size2,4753,16:12:25,415,res16,16.5
4754,big_meat_s,1,size3,4754,16:28:54,247,res11,12
4755,five_cheese_l,1,size1,4755,16:40:27,169,res10,18.5
4755,peppr_salami_l,1,size1,4755,16:40:27,169,res10,20.75
4755,prsc_argla_l,1,size1,4755,16:40:27,169,res10,20.75
4755,sicilian_s,1,size3,4755,16:40:27,169,res10,12.25
4756,five_cheese_l,1,size1,4756,16:51:43,377,res17,18.5
4756,veggie_veg_m,1,size2,4756,16:51:43,377,res17,16
4757,ckn_pesto_s,1,size3,4757,16:52:17,204,res12,12.75
4758,ital_veggie_m,1,size2,4758,17:07:20,20,res3,16.75
4759,hawaiian_l,1,size1,4759,17:08:35,323,res10,16.5
4759,ital_supr_m,2,size2,4759,17:08:35,323,res10,33
4759,the_greek_xl,1,size4,4759,17:08:35,323,res10,25.5
4760,cali_ckn_l,1,size1,4760,17:26:32,448,res15,20.75
